Nombre,Localización,Latitud,Longitud,Dirección,Teléfono,Precio,Horario,Tipos_cocina,Valoración,Votos,Características,Descripción,url,url_web,url_ig
Bar La Himera, Principado de Asturias,43.1558312,-6.540631,"AS-213, Km 3, Cangas del Narcea, Principado de Asturias, España, 33817",+34682541222,['10'],"['Cerrado', '09:30-00:00', '09:30-00:00', '09:30-00:00', '09:30-00:00', '09:30-00:00', '09:30-00:00']","['Grill', 'Española']",68,219,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Si deseas probar platos de la cocina española, no pierdas la oportunidad de visitar este bar. Prueba su atrayente pescado y su singular carne de vaca. El café de Bar La Himera no es muy del agrado de sus usuarios. Este lugar es muy recomendable por su afable personal. Su genial servicio te hará sentirte especial. Si nunca has probado a comer y sentir una intensa sensación de belleza a la vez, visita este lugar y concocerás su agradable atmósfera. Este bar ha sido galardonado con un 4,1 de acuerdo con el baremo de valoraciones de Google.",https://es.restaurantguru.com/La-Himera-Cangas-del-Narcea,X,X
La Criolla, Cangas del Narcea,43.1775555,-6.5526669,"Calle Vega, 11, Cangas del Narcea, Principado de Asturias, España",+34985810450,['10'],"['07:00-23:00', '07:00-23:00', '07:00-23:00', '07:00-23:00', '07:00-23:00', '08:00-02:00', 'Cerrado']",X,70,89,"['No hay entrega', 'Asientos al aire libre', 'Sin reserva']","Si tienes hambre tras disfrutar de Colegiata de Santa Maria Magdalena, visita este bar para cenar. Tenemos que destacar que su servicio se considera abnegado. Tal y como la mayoría de clientes dicen, la atmósfera es hogareña. Los usuarios de Google le han otorgado una nota de 4 a La Criolla.",https://es.restaurantguru.com/La-Criolla-Cangas-del-Narcea,X,X
Caniecho, Cangas del Narcea,43.17801419,-6.55171403,"Calle del Tres Peces 9, Cangas del Narcea, Principado de Asturias, España, 33800",+34985812031,['10'],"['10:00-00:00', '10:00-00:00', '10:00-00:00', '10:00-00:00', '10:00-02:00', '10:00-02:00', 'Cerrado']",['Española'],76,40,"['Solamente efectivo', 'Sin asientos al aire libre', 'Wifi', 'Reserva', 'Accesible para sillas de ruedas']","Cuando programes tu viaje, no te olvides de Colegiata de Santa Maria Magdalena y de elegir un sitio donde comer: este bar está justo al lado de ese lugar turístico. Su cocina española, bajo la dirección de su popular chef, es en este establecimiento exquisita. Muchos clientes vienen para degustar sus bien trabajadas croquetas, su atrayente pulpo y su sabroso laing.Su genial servicio es aquí algo en lo que sus comensales están de acuerdo. Este lugar te ofrece unos precios justos por unas comidas riquísimas. ",https://es.restaurantguru.com/Caniecho-Cangas-del-Narcea,X,X
Cadillac Cafeteria, Cangas del Narcea,43.1781732,-6.5505825,"C. Alcalde Díaz Penedela, 6, Cangas del Narcea, Principado de Asturias, España",+34985812243,['10'],"['09:00-01:30', '09:00-01:30', '09:00-01:30', '09:00-01:30', '09:00-01:30', '09:00-03:00', '12:00-15:00']",['Española'],72,116,"['Solamente efectivo', 'Wifi', 'Sin reserva', 'No hay entrega', 'No es para llevar', 'Accesible para sillas de ruedas']","Santuario de la Virgen del Acebo es una estupenda atracción turística para aquellos que vienen a comer a este restaurante tras un largo paseo. Si te gusta la cocina española, merece la pena que conozcas Café Cadillac.",https://es.restaurantguru.com/Cafe-Cadillac-Cangas-del-Narcea,X,X
Panadería Artesana Manín, Cangas del Narcea,43.177679,-6.550984,"C. Médico Rafael Fernández Uría, 4, Cangas del Narcea, Principado de Asturias, España",+34985817053,"['1', '10']","['08:30-20:00', '08:30-20:00', '08:30-20:00', '08:30-20:00', '08:30-20:00', '08:30-20:00', 'Cerrado']","['Española', 'Opciones vegetarianas']",82,793,"['Tarjetas de crédito aceptadas', 'Entrega', 'Para llevar']","Las más espectaculares vistas de Puente Colgante Cangas del Narcea las tienes precisamente desde este establecimiento. Su cocina española ofrece en este café unas comidas sabrosas. Comer sus bien trabajadas empanadillas, sus sabrosas empanadas o su tierno laing es lo que la mayoría de los comensales aconseja. Puedes tomarte unos singulares donuts, unos generosos bollos y unas atrayentes magdalenas en Panadería Artesana Manín. Es fácil encontrar este lugar gracias a su estupenda ubicación. Su sensacional café encaja perfectamente con su estupenda comida. El éxito de este lugar sería imposible sin un paciente personal. Siempre que vengas, notarás su admirable servicio. Te van a sorprender sus precios justos. Este café tiene una atmósfera cuidada y una decoración confortable. La nota global de Panadería Artesana Manín en Google es de 4,7.",https://es.restaurantguru.com/Panaderia-Manin-Cangas-del-Narcea,X,X
Bar trasgu, Cangas del Narcea,43.1769412,-6.5504965,"C. Burgos, 4, Cangas del Narcea, Principado de Asturias, España",+34684638035,"['10', '24']","['18:00-03:30', '18:00-03:30', '16:00-03:30', '18:00-03:30', '16:00-05:30', '18:00-05:30', 'Cerrado']",X,72,67,"['Solamente efectivo', 'No hay entrega', 'No accesible para sillas de ruedas']","Ven a beber algo tras ese largo paseo por Puente Colgante Cangas del Narcea. Tal y como un gran número de clientes aseguran, el servicio es pulcro. Una vez dentro, su atmósfera es agradable. Según la valoración de Google, este bar ha logrado un 4,5.",https://es.restaurantguru.com/Bar-Trasgu-Cangas-del-Narcea,X,X
Cafetería Magdalena, Cangas del Narcea,43.177472,-6.5517212,"Pl. Mayor, 5, Cangas del Narcea, Principado de Asturias, España",+34985817074,['10'],"['07:40-23:00', '07:40-23:00', '07:40-23:00', '07:40-23:00', '07:40-23:00', '07:40-23:00', 'Cerrado']",X,72,60,"['No hay entrega', 'Asientos al aire libre']","Ven a este café y toma algo si tienes hambre tras disfrutar de Colegiata de Santa Maria Magdalena. En Cafetería La Magdalena van a ofrecerte una carta variada basada en la cocina española. Cada vez que vengas, notarás su estupendo servicio. La mayoría de los visitantes son fieles a este lugar por su cuidada atmósfera. Google le ha dado un 4,3, lo que indica que puedes elegir este lugar para disfrutar de un rato agradable.",https://es.restaurantguru.com/Cafeteria-Magdalena-Cangas-del-Narcea,X,X
El Molín, Cangas del Narcea,43.1754098,-6.5481878,"C. Pelayo, 8, Cangas del Narcea, Principado de Asturias, España",+34985811871,['10'],"['07:00-01:00', '07:00-01:00', '07:00-01:00', '07:00-01:00', '07:00-01:00', '07:00-01:00', '10:00-00:00']",['Pizza'],70,164,"['Asientos al aire libre', 'Reserva', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Accesible para sillas de ruedas']","Si sientes hambre tras disfrutar de Santuario de la Virgen del Acebo, visita este café para comer. Puedes compartir una bien trabajada pizza y un atrayente laing con tus amistades y pasar un rato estupendo aquí. El profesional personal de El Molín demuestra lo mucho que valora a sus clientes. Su agradable servicio te hará sentirte especial. Este lugar arropa a sus visitantes con una silenciosa atmósfera. Un 4,4 es lo que este lugar ha logrado según el sistema de valoraciones de Google.",https://es.restaurantguru.com/El-Molino-Cangas-del-Narcea,X,X
Estación de Servicio Repsol, Cangas del Narcea,43.1809489,-6.546479,"Av. de Oviedo, S.N, Cangas del Narcea, Principado de Asturias, España",+34985810075,X,"['06:00-22:00', '06:00-22:00', '06:00-22:00', '06:00-22:00', '06:00-22:00', '06:00-22:00', '06:00-22:00']",X,72,139,['Accesible para sillas de ruedas'],"Después de ver Santuario de la Virgen del Acebo, puedes comer algo en Estación de Servicio Repsol. Este lugar es muy recomendable por sus contentos empleados. Tenemos que destacar que su servicio se considera abnegado. Los usuarios de Google que visitaron este lugar afirman que la nota más adecuada es 4,1.",https://es.restaurantguru.com/Estacion-de-Servicio-Repsol-Cangas-del-Narcea,https://repsol.es,https://www.instagram.com/repsol/?hl=es
Bar Casa Naxio, Cangas del Narcea,43.1942046,-6.5442688,"Regato de, Cangas del Narcea, Principado de Asturias, España",+34985810396,['10'],"['09:00-00:00', '09:00-00:00', '09:00-00:00', '09:00-00:00', '09:00-00:00', '09:00-00:00', '09:00-00:00']",X,74,217,"['Asientos al aire libre', 'No hay entrega', 'Accesible para sillas de ruedas']","Con su atrayente embutidos, su generoso laing y sus sorprendentes tapas te llevarás una buena impresión. De acuerdo con las opiniones de los críticos, el vino es extraordinario en este bar. El éxito de Bar Casa Naxio sería imposible sin un bien entrenado personal. Sus visitantes afirman que aquí el servicio es espectacular. Podemos recomendar este establecimiento por sus precios interesantes. Su encantadora atmósfera te espera en este lugar. Los usuarios de Google que visitaron este lugar afirman que la valoración más adecuada es 4,6.",https://es.restaurantguru.com/Bar-Casa-Naxio-Corias,X,X
Energy Diner, Cangas del Narcea,43.1768355,-6.5493003,"C. Suárez Cantón, Cangas del Narcea, Principado de Asturias, España",+34985810178,X,"['Cerrado', '12:00-16:00/19:00-00:00', '12:00-16:00/19:00-00:00', '12:00-16:00/19:00-00:00', '12:00-16:00/19:00-00:00', '12:00-16:00/19:00-00:00', '12:00-16:00/19:00-00:00']",['Pizza'],70,42,['Tarjetas de crédito aceptadas'],Deberías ver Santuario de la Virgen del Acebo justo después de comer en Energy Diner. Este restaurante tiene en Google una nota de 4 según sus clientes.,https://es.restaurantguru.com/Energy-Diner-Cangas-del-Narcea,X,X
Restaurante Casa Elvira, Cangas del Narcea,43.1771712,-6.5488212,"Av. del Acebo, 3, Cangas del Narcea, Principado de Asturias, España",+34630362892,['10'],"['08:00-01:00', '08:00-01:00', '08:00-01:00', '08:00-01:00', '08:00-01:00', '08:00-01:00', 'Cerrado']",['Grill'],70,160,"['Para llevar', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Reserva', 'No accesible para sillas de ruedas', 'Estacionamiento']","Disfruta de Santuario de la Virgen del Acebo y acércate por este bar. Los invitados de Restaurante Casa Elvira pueden tomar un generoso pescado, una bien trabajada carne de vaca y un casero cerdo. Es fácil encontrar este lugar gracias a su estupenda ubicación. Por si todo esto fuera poco, su personal es de confianza. Un espectacular servicio es otro plus importante. No te pierdas su agradable atmósfera. Los usuarios de Google son muy generosos con este lugar: le han dado 4,4 estrellas.",https://es.restaurantguru.com/Restaurante-Casa-Elvira-Cangas-del-Narcea,X,X
Roble By Jairo Rodríguez, Pola de Lena,43.1529584,-5.8266986,"Calle el Robledo, 21B, Pola de Lena, Principado de Asturias, España",+34985492462,"['25', '51']","['Cerrado', '13:30-16:30', '13:30-16:30', '13:30-16:30', '13:30-16:30/20:00-22:30', '13:30-16:30/20:00-22:30', '13:30-16:30']","['', 'Europea', 'Saludable', 'Española', 'Mediterránea', 'Opciones vegetarianas']",94,551,"['Asientos al aire libre', 'Para llevar', 'Reserva', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Accesible para sillas de ruedas']","Visitar este restaurante, con sus increíbles vistas de Iglesia de Santa Cristina de Lena, es una oportunidad genial para sus visitantes. Roble By Jairo Rodríguez ofrece a sus clientes cocinas mediterránea y española. En este lugar, sus invitados pueden pedir un tierno rosbif, un perfectamente elaborado tataki de atún y un generoso laing. Si tienes hambre, ven aquí a tomar su bien preparado pastel milhojas, su casero milhojas o su sabrosa tarta tatin. La carta de vinos es muy variada: hay que satisfacer las necesidades de todos los visitantes. En este lugar podrás probar un estupendo café. Por si todo esto fuera poco, su personal es agradable. Su genial servicio es aquí algo en lo que sus comensales están de acuerdo. Por la comida te van a cobrar unos precios razonables. Este restaurante tiene un ambiente espectacular y una decoración festiva. Los inspectores de Michelin han visitado Roble By Jairo Rodríguez, por lo que cuenta con el premio de selección de Michelin.",https://es.restaurantguru.com/Roble-Pola-de-Lena,https://roblebyjairorodriguez.com,X
Monte, San Feliz,43.1684477,-5.8228,"San Feliz s/n, San Feliz, Principado de Asturias, España",+34985593089,"['92', '200']","['Cerrado', 'Cerrado', '13:00-18:30', '13:00-18:30', '13:00-18:30', '13:00-18:30', '13:00-18:30']","['Contemporanea', 'Española', 'Saludable']",92,494,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'No es para llevar', 'Reserva', 'Accesible para sillas de ruedas', 'Wifi', 'Estacionamiento']","La cocina española es lo que a sus clientes más les atrae en este restaurante. Monte te ofrece su perfectamente elaborado bacalao, sus atrayentes empanadas y su sorprendente tartar. Un gran número de usuarios destacan que aquí puedes probar con confianza una casera tarta de queso y un sabroso pastel de frutas. La carta de vinos es muy amplia, para que todos los visitantes puedan encontrar alguno que se ajuste a su gusto. Algunos de sus invitados aconsejan probar el magnífico café cortado de este lugar. Comprueba por ti mismo lo profesional que es su personal. Su sofisticado servicio es siempre un placer. Te van a gustar sus precios razonables. Este lugar es famoso por su bonita chimenea. Es un restaurante con una estrella Michelin, un premio que normalmente se otorga por ofrecer propuestas deliciosas.",https://es.restaurantguru.com/Monte-San-Feliz-2,X,X
Restaurante Filanguiru, Pola de Lena,43.1601417,-5.8301417,"C. Severo Ochoa, 6, Pola de Lena, Principado de Asturias, España",+34985493691,"['10', '24']","['12:00-17:00/20:00-00:00', '12:00-17:00/20:00-00:00', '12:00-17:00/20:00-00:00', '12:00-17:00/20:00-00:00', '12:00-17:00/20:00-00:00', '12:00-17:00/20:00-00:00', '12:00-17:00/20:00-00:00']","['Española', 'Mediterránea']",82,983,"['Para llevar', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Reserva', 'No accesible para sillas de ruedas']","Ven a descansar tras ese largo paseo por Iglesia de Santa Cristina de Lena. Échales un vistazo a las cartas mediterránea y española. Su perfectamente elaborado laing, su atrayente fabada asturiana y su casero vino de rioja están entre esos platos que no hay que dejar de probar en este restaurante. Puedes compartir un singular pastel de frutas y una generosa tarta de queso con tus amistades y disfrutar de un rato estupendo aquí. La buenísima ubicación de Restaurante Filanguiru hace que llegar a él por cualquier medio sea muy sencillo. Su irresistible sidra está entre las bebidas más solicitadas de este lugar. Aquí puedes tomarte un buen café. La mayoría de visitantes encuentran que el personal es profesional en este lugar. Un gran número de críticos creen que el servicio es bien valorado. Este restaurante te ofrece unos precios adecuados por unas comidas riquísimas. Sin duda vas a agradecer su confortable ambiente y su sofisticada decoración. De acuerdo con los comentarios de los clientes en Google, Restaurante Filanguiru merece un 4,4.",https://es.restaurantguru.com/Filanguiru-Pola-de-Lena,https://restaurantefilanguiru.com,X
Restaurante Los Collacios, Pola de Lena,43.1546,-5.8266,"C. de Vicente Regueral, 10, Pola de Lena, Principado de Asturias, España",+34984499153,"['10', '24']","['11:30-01:30', '11:30-01:30', '11:30-01:30', '11:30-01:30', '11:30-02:30', '12:00-02:30', '12:00-01:30']","['Española', 'Opciones vegetarianas']",80,295,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Tras una buena caminata por Iglesia de Santa Cristina de Lena, visita este restaurante y descansa un poco. Si disfrutas de las cocinas mediterránea y española, ven a Restaurante Los Collacios. Los clientes de este lugar pueden comer un tierno laing, unas singulares carrilleras y un casero cerdo. Prueba su bien preparada tarta de chocolate, su bien trabajada tarta de queso y su generoso pastel de frutas. Una serie de usuarios destacan que puedes probar una espectacular sidra en este lugar. Su competente personal recibe a los visitantes todo el año. Un abnegado servicio es otro plus importante. Los precios de este restaurante se dice que son razonables. Su sorprendente atmósfera deja una impresión positiva en sus invitados. Restaurante Los Collacios ha sido galardonado con un 4,3 de acuerdo con el baremo de valoraciones de Google.",https://es.restaurantguru.com/Los-collacios-Pola-de-Lena,X,X
