Alt Imagen Destacada;Nombre;Concejo;Zona;Extensión;Periodo de visita;Altitud máxima;Datos de Contacto;Uso;Servicios;Facebook;Twitter;Youtube;Pinterest;Instagram;Rss;Canal;Url;Archivo;Título;Título;Seleccionar heading;Contenido Texto;Imagen;Pie de foto;ALT de la imagen;TITLE de la imagen;Título;InformacionTexto;Localización;Flora;Fauna;Horarios y Tarifas;Qué ver;OtrosDatos;Q de Calidad;Reserva de la Biosfera;Coordenadas;Slide;Título;Url;Observaciones;Más Información;Trámites relacionados
;Valdemurio;Quirós;;;;;;;Zona de seguridad Bar / Cafetería Senderismo Acceso tráfico rodado Zona de aparcamiento Zona infantil Zona de mesas Accesible autocares;;;;;;;;;;;;;;;;;;Área recreativa situada junto al embalse de Valdemurio y enlazada con la Senda del Oso, en Caranga, Quirós.;Cuenta con instalaciones para turismo activo con pantalán para canoas, alquiler de bicicletas, actividades deportivas y bar.  Dispone de mesas y aparcamiento, así como enlace con el área de Las Agüeras a través de una senda peatonal. También cuenta con una parada de autobús de viajeros regular en sus proximidades. ;A la entrada del concejo, viniendo por la AS-229 desde Caranga, junto al embalse de Valdemurio.;;;;;;;;43.200230,-6.015001;/documents/39908/61728/Valdemurio_1.jpg/2d43ef26-cb9c-753a-018c-c50734ee5c18?t=1674187530801;Área recreativa Valdemurio;;;,;
;Lagos de Muniellos;Cangas del Narcea, Ibias;Occidente de Asturias;;;1.100 m.;;;;;;;;;;;;;;;;;;;;;El conjunto de Muniellos está formado por el grupo Las Lagunas (La Peña, La Grande, La Honda y La Isla) y otras dos marginales que son: Peña Velosa y Aveizuna, debiendo hacerse el camino entre ellas a través del monte, ya que no existe camino de enlace.;El fondo de las cubetas es lecho de piedras y arenas cuarcíticas, abundando el polen en superficie y las hojas y el musgo en el contorno, mientras que la cubeta de Peña Velosa tiene sustrato de piedra cuarcítica cubierta de humus pardo, que da tono oscuro al conjunto. Aveizuna es una laguna situada al pie de la Bobia Teleyerba.;El acceso es desde el Centro de Recepción de Visitantes situado en Las Tablizas (Cangas del Narcea).;Aparte de las algas, tanto flotantes como adheridas a las piedras, que existen las cuatro lagunas, en la inferior cabe destacar la existencia de un esparganio y un alga cianofícea del género Batrachospermun. En una zona de las riberas desecables de la laguna Grande, crece el junco bulboso, aunque en muy poca cantidad. En cuanto a Peña Velosa, la vegetación es similar que en las Lagunas, aunque más abundante.;Como macrofauna más destacada en las Lagunas, podemos señalar los tricópteros, dípteros, simúlidos, quironómidos, efemerópteros y los anfibios (Triturus boscai, Bufo bufo y Rana temporaria) aunque también se ven heterópteros, coleópteros girínidos y Acilius, megalópteros, ácaros y arácnidos, así como odonatos sobre todo en la de abajo (Aeschna cyanea y zigóptero), en las que además hay rata de agua. En Peña Velosa habitan moluscos (Ancylus fluviatilis y Pisidium) además de los grupos de invertebrados que también aparecen en las Lagunas.;;;;;;43.009292,-6.734325;/documents/39908/61470/LagosdeMuniellos1.jpg/b4ff5fa5-2027-f21c-39b9-da71e9de10a3?t=1674187337772,/documents/39908/61470/LagosdeMuniellos2.jpg/27f66f6d-b405-59ef-3bc2-baebe17382f4?t=1674187337200;Lagos de Muniellos,Lagos de Muniellos;,;;;
;Charca de Zeluán y Ensenada de Llodero;Avilés y Gozón;Centro de Asturias;;;;;;;;;;;;;;;;;;;;;;;;El mar da forma a una ensenada y a una charca que conforman un Monumento Natural.;Junto a la ría de Avilés se encuentra la playa de Zeluán, de unos 400 m., que en bajamares vivas deja paso a una ensenada de fangos de unas 12 hectáreas, de una enorme riqueza y diversidad ecológica. Aún alberga las últimas comunidades de vegetación marismeña de lo que fue el gran estuario de Avilés. Es un espacio que merece especial protección, pues quedó muy degradado por la industrialización, aunque hoy sigue siendo un lugar de descanso de importantes contingentes de aves acuáticas en sus pasos migratorios, hecho que la hace muy interesante y valiosa a nivel ecológico. Aquí se ha construido un observatorio que permite ver a las aves sin ocasionar molestias. Se estima que el paso anual de las aves migratorias en este punto puede alcanzar las treinta mil.;La Ensenada de Llodero se encuentra en el municipio de Avilés, en la margen derecha de la ría y muy próxima a ella se encuentra la Charca de Zeluán ya en el municipio de Gozón.;;;;;;;;+43.589965,-5.917682;/documents/39908/43986/MonumentoZeluanLlodero1.jpg/acb35c8b-c5a3-027f-80d1-d86745f5121c?t=1674172456693;Charca de Zeluán y Ensenada de Llodero;;Prohibido perros sueltos. NORMATIVA  ;;
;Reserva Natural Parcial de la Cueva del Lloviu;Villaviciosa;Oriente de Asturias;;;;Oficina Turismo Villaviciosa Teléfono: 985 891 759   ;;;;;;;;;;;;;;;;;;;;La Reserva Natural Parcial de la Cueva del Lloviu, también conocida como Cueva de Peón, es la mayor cavidad asturiana desarrollada en calizas del Jurásico;Su principal interés es que se trata de la mayor cavidad asturiana desarrollada en calizas del Jurásico. Así mismo es notable en el campo biológico. Básicamente está formada por una amplia galería inicial que se divide en dos ramas, ambas recorridas por cursos activos que nacen en sendos sifones y que confluyen finalmente en un solo río subterráneo que resurge en la entrada. Fuertemente condicionada por la estratificación, las calizas tableadas han provocado numerosos derrumbes internos, con lo que el desarrollo accesible conocido es probablemente inferior al real. La presencia de cinco especies de murciélagos, algunas formando grandes colonias, otorga a esta cueva una especial significación desde el punto de vista de la conservación. Además, se ha descrito aquí una nueva especie de insecto, el coleóptero Speogeus diegoi.;La Cueva del Lloviu se localiza entre El Puente Arroes y Pión, en el concejo de Villaviciosa, a dos kilómetros de esta última localidad, junto al río España.;;;;;;;;+43.500254,-5.534170;/documents/39908/44007/ReservasCuevaLloviu1.jpg/2978bba0-6277-e5cc-d568-b4ed20f1e11c?t=1674172479481,/documents/39908/44007/00638_Cueva+del+Lloviu.jpg/5df5fc58-1c70-3662-f60f-b4ad2f47b645?t=1674172480078;Cueva del Lloviu,Cueva del Lloviu;,;;;
;Yacimientos de Icnitas;Colunga, Gijón, Ribadesella y Villaviciosa;Centro y Oriente de Asturias;;;;;;;;;;;;;;;;;;;;;;;;Huellas de dinosaurios en el Monumento Natural de los Yacimientos de Icnitas.;Hace más de 150 millones de años, en el período Jurásico, los dinosaurios poblaban la Tierra. Aún faltaban 63 millones de años más para que el hombre apareciese sobre ella... Del paso de aquellas criaturas por terrenos asturianos quedan, aún hoy, abundantes huellas en la costa oriental. Cuando los dinosaurios se desplazaban sobre los fangos o arenas de la zona, dejaban impresas las huellas de sus pisadas, conocidas también como icnitas. Las condiciones de sedimentación que las originaron, como los ambientes aluviales, deltaicos y marinos son muy favorables para la conservación de huellas y huesos de dinosaurios y otros reptiles de la época, como los plesiosaurios, pterosaurios, ictiosaurios y cocodrilos. Cuando las icnitas se formaron, el suelo era blando, y sólo más tarde, después de haber sido profundamente enterradas, se convertirían en roca dura y llegarían, casi intactas, hasta nuestros días. Las icnitas de la costa asturiana presentan un conjunto de características que hacen de ellas un ejemplo único a la hora de reconstruir lo que fue la vida de una comunidad de criaturas sorprendentes. Las evidencias más claras sobre la abundancia y variedad de dinosaurios que poblaron Asturias durante el Jurásico, parten de los numerosos hallazgos de icnitas en las tres formaciones del Jurásico Superior: en Vega, Tereñes y Llastres, que afloran en los acantilados costeros de los concejos de Villaviciosa, Colunga y Ribadesella. De su estudio se desprende que habitaron la zona dinosaurios tanto bípedos (trópodos y ornitópodos) como cuadrúpedos (en su mayoría saurópodos). A juzgar por las dimensiones de estas huellas, hubo en Asturias dinosaurios de proporciones muy diversas: desde muy pequeños, del tamaño de un ave, hasta enormes, como es el caso de los braquiosáuridos. Las icnitas de la playa de la Griega son las mayores conocidas en España y se encuentran entre las de mayor tamaño del mundo. Existe una sorprendente ruta para conocer los yacimientos, la llamada Costa de los Dinosaurios, que se puede seguir por tres concejos. En Villaviciosa se debe visitar la Playa de Merón, los acantilados de Oles, y el faro y puerto de Tazones, en Colunga, los acantilados de Llastres y la playa de la Griega, y en Ribadesella, la playa de Vega, los acantilados de tereñes y la playa de Ribadesella/Ribeseya. El buen estado de conservación, la amplia variedad morfológica y el elevado número de huellas conservadas, sitúan a los yacimientos asturianos de icnitas a la cabeza de los más importantes de España de la edad jurásica.;Los Yacimientos de Icnitas se encuentran en varios tramos de costa entre los municipios de Gijón, desde el Cabo Torres, y Ribadesella.;;;;;;;;+43.500565,-5.259361;/documents/39908/44034/MonumentoYacimientoIcnitas1.jpg/a3ed468d-d2b3-53f1-89e9-3d35bf9aee67?t=1674172502901,/documents/39908/44034/MonumentoYacimientoIcnitas2.jpg/96e84b21-ca81-6134-93f1-fe9fb65d979d?t=1674172503964,/documents/39908/44034/MonumentoYacimientoIcnitas3.jpg/054d8595-bdd6-552f-1263-50f8921da8c3?t=1674172504676,/documents/39908/44034/MonumentoYacimientoIcnitas4.jpg/d4b96d4d-fbf0-2b80-6209-cfd08a9c6d50?t=1674172505604;Monumento Natural de los Yacimientos de Icnitas,Monumento Natural de los Yacimientos de Icnitas,Monumento Natural de los Yacimientos de Icnitas,Monumento Natural de los Yacimientos de Icnitas;,,,;Yacimientos de Icnitas;;
;Las Virtudes;Villayón;;;;;;;Zona de mesas;;;;;;;;;;;;;;;;;;El área recreativa de Las Virtudes está ubicada en un entorno de gran belleza natural en Villayón.;En sus inmediaciones podemos encontrar un monolito dedicado a los emigrantes así como una pequeña ermita, remodelada en el año 1950, en la que se celebra una de las romerías mas importantes del concejo.;Por la AS-35 Villayón- Ponticiella, hasta encontrar señalización a la derecha del área recreativa pasado el pueblo de Valle.;;;;;;;;43.395069,-6.729551;/documents/39908/61863/LasVirtudes_1.jpg/87a7a2df-da17-31ac-cd62-4f54599d65eb?t=1674187630677,/documents/39908/61863/LasVirtudes_2.jpg/6b224cbb-3741-7157-bb8e-63a2368758e2?t=1674187631317,/documents/39908/61863/LasVirtudes_3.jpg/d7e567bd-f7e2-aace-058c-c083c835fe69?t=1674187631975,/documents/39908/61863/LasVirtudes_4.jpg/8a64708b-eb92-2fae-df65-30b69811dd92?t=1674187632745;Área recreativa Las Virtudes,Área recreativa Las Virtudes,Área recreativa Las Virtudes,Área recreativa Las Virtudes;,,,;;;
;Las Llavanderas;Belmonte de Miranda;;;;;;;Punto panorámico Zona de mesas;;;;;;;;;;;;;;;;;;Área recreativa fluvial próxima a Silviella, en Belmonte de Miranda.;Entre castaños y avellanos, flanqueada al oeste por el río Pigüeña y al este, por la senda por la que transcurre la ruta de Salmones Arriba (PR.AS-138). Al lado del área existe una escala salmonera, donde, en época de desove, se pueden ver los salmones saltar el obstáculo para subir aguas arriba en busca de un refugio adecuado para desovar. En Las Llavanderas se puede disfrutar de un atractivo mirador de madera, diseñado por Pablo Maojo y hasta hace unos meses contaba con una escultura en bronce de un salmón sobre peana, obra de Favila.;Situada en el pueblo de Silviella, pasando el puente que cruza el río Pigüeña, se encuentra el área recreativa de Las Llavanderas.;;;;;;;;43.318688,-6.219674;/documents/39908/61857/LasLlavanderas_1.jpg/51b7ab4e-ef4d-c331-89bd-6fc0fa53aa99?t=1674187617076;Área recreativa Las Llavanderas;;;;
;Peñacabrera;Cabranes;;;;;;;Zona de seguridad Punto panorámico Senderismo Fuente Acceso tráfico rodado Zona de aparcamiento Barbacoa Zona de mesas;;;;;;;;;;;;;;;;;;Área recreativa de monte próxima a Niao, en Cabranes.;Desde su mirador se divisa una amplia panorámica de los concejos de Cabranes y Villaviciosa.;Desde la carretera comarcal de Villaviciosa-Infiesto, en la mitad del tramo aproximadamente, a unos 10 km. de ambas, parte una carretera asfaltada de 1,4 km. que nos conduce al pueblo de Niao y, desde éste una senda nos lleva al área.;;;;;;;;43.436638,-5.421496;/documents/39908/61911/ar-penacabrera-cabranes+%2810%29.jpg/e69ddfeb-f13c-e30a-6fe7-bbb3ce912c45?t=1725445266844,/documents/39908/61911/ar-penacabrera-cabranes+%284%29.jpg/c089a425-2e32-2632-7d4c-650cf312083c?t=1725445258424,/documents/39908/61911/ar-penacabrera-cabranes+%288%29.jpg/3e28fa0c-fff2-617c-abc1-415c488a4363?t=1725445264092,/documents/39908/61911/ar-penacabrera-cabranes+%287%29.jpg/bd7517f1-f9d5-ac26-bf21-9bb4ded31952?t=1725445262690,/documents/39908/61911/ar-penacabrera-cabranes+%281%29.jpg/15beb5f5-5c5f-b50a-03bd-f227fe4becc2?t=1725445252430,/documents/39908/61911/ar-penacabrera-cabranes+%286%29.jpg/0cb6f5ce-e18e-53d5-49b0-0e746cf8f4ad?t=1725445261295,/documents/39908/61911/ar-penacabrera-cabranes+%2812%29.jpg/937f92cc-4e5b-36a9-b30d-9e3b2472186f?t=1725445269533,/documents/39908/61911/ar-penacabrera-cabranes+%289%29.jpg/a565c231-88f8-d9a2-9425-bd7aa7d6b3fb?t=1725445265484,/documents/39908/61911/ar-penacabrera-cabranes+%285%29.jpg/09aa5a00-509d-0ed4-c359-91003aa097cd?t=1725445259958,/documents/39908/61911/ar-penacabrera-cabranes+%282%29.jpg/751d09b4-fd81-c447-b365-6f54802820f8?t=1725445255412,/documents/39908/61911/ar-penacabrera-cabranes+%283%29.jpg/bff84a9a-39f6-7241-a03b-894077aba432?t=1725445256969;Área recreativa Peñacabrera,Área recreativa Peñacabrera,Área recreativa Peñacabrera,Área recreativa Peñacabrera,Área recreativa Peñacabrera,Área recreativa Peñacabrera,Área recreativa Peñacabrera,Área recreativa Peñacabrera,Área recreativa Peñacabrera,Área recreativa Peñacabrera,Área recreativa Peñacabrera;,,,,,,,,,,;;;
;El Castillo;Soto del Barco;Avilés;;;;;;;;;;;;;;;;;;;;;;;;Amplio aparcamiento, zona verde y vistas al Río Nalón;;El Castillo (parte baja);;;;;;;;43.54189,-6.07495;/documents/39908/61782/ArecreativadeElCastillo1.jpg/8f71c389-7e4c-81a9-fcf1-a30f7f44ca03?t=1674187573381,/documents/39908/61782/ArecreativadeElCastillo2.jpg/475da38c-fcd7-d765-f4bc-74d92bbd3339?t=1674187574204,/documents/39908/61782/ArecreativadeElCastillo3.jpg/07c01a3d-e94e-9dda-c318-91e08449d4cb?t=1674187575267;El Castillo 1,El Castillo 2,El Castillo 3;,,;;;
;Monte Cayón;Piloña;;;;;;;Zona de seguridad Senderismo Fuente Acceso tráfico rodado Zona de aparcamiento Zona infantil Barbacoa Zona de mesas;;;;;;;;;;;;;;;;;;Área recreativa situada en lo alto de una colina en Monte Cayón, Piloña.;Desde su altura se puede disfrutar de magníficas vistas del concejo de Piloña, así como de la Sierra del Sueve y más allá los Picos de Europa.;A la entrada de Infiesto tomamos una dirección a la izquierda hacia Biedes. En este pueblo nos desviamos a la derecha por la PI-7 en dirección Argandenes. A 1,5 km. hay una señalización a la izquierda que indica la dirección del área que se encuentra a 2,2 km.;;;;;;;;43.361415,-5.359290;/documents/39908/61710/06743_MonteCayon.jpg/e70a257e-be4c-921a-8c34-69dc878da5cb?t=1674187517924,/documents/39908/61710/06744_MonteCayon1.jpg/d880d088-f3d3-1357-7dfb-0f3b740e307b?t=1674187518511,/documents/39908/61710/06742_MonteCayon2.jpg/83f89648-4ac0-2440-d8a0-7b41843089ae?t=1674187517170,/documents/39908/61710/06745_MonteCayon3.jpg/2603a67e-c946-3522-665a-a8f42ac6c45b?t=1674187516515;Área recreativa Monte Cayón,Área recreativa Monte Cayón,Área recreativa Monte Cayón,Área recreativa Monte Cayón;,,,;;;
;La Reguera;Langreo;;;;;;;Zona de seguridad Senderismo Fuente Acceso tráfico rodado Zona de aparcamiento Barbacoa Zona de mesas Accesible autocares;;;;;;;;;;;;;;;;;;Área recreativa próximo a la Felguera, en Langreo.;Situada junto a unas instalaciones deportivas, en la ladera de un altozano. Desde el área parten varios senderos señalizados, de corto y largo recorrido.;El área se encuentra en La Felguera, al finalizar los edificios de la barriada de San Antonio-La Reguera (Pénjamo), al lado del parque deportivo.;;;;;;;;43.317523,-5.680280;/documents/39908/61854/Langreo1.jpg/ca6065d8-1561-b786-1059-de38a1c2194f?t=1674187616505;Langreo;;;;
;Cuevona de Cueves;Ribadesella;Oriente de Asturias;;;;;;;;;;;;;;;;;;;;;;;;Una de las pocas cavidades que se pueden atravesar por carretera.;Esta cavidad natural da acceso al pueblo de Cuevas del Agua, del que recibe su nombre, y supone una de las pocas muestras de cuevas por las que se puede transitar en coche. Durante 300 metros serpenteantes se pueden apreciar magníficas formaciones calcáreas, así como la vida ligada a la oscuridad, y al arroyo adyacente. Estalactitas, estalagmitas o coladas son algunas de las formaciones que por su belleza y singularidad llegan en algunos casos a recibir nombres como "La lengua del diablo" o "Las barbas de Santiago".;Se encuentra en dirección a Cuevas del Agua, localidad situada a 4,9 km de la villa de Ribadesella/Ribeseya.;;;Acceso libre;;;;;43.436389,-5.072379;/documents/39908/61569/Cueves_Salidacueva.jpg/145c2667-5e7d-1acd-a7d0-a607622ba2c3?t=1674187437592,/documents/39908/61569/Cueves_panera.jpg/2bf515c0-c046-7136-f91a-15b1687594d3?t=1674187436925,/documents/39908/61569/Cueves_interiorcueva.jpg/a2747726-d8e9-901c-660c-10d8e696b17d?t=1674187436216,/documents/39908/61569/Cueves_Capilla.jpg/2a0ef2b1-a7bd-0a94-95b8-15ecd268f4c0?t=1674187434739;Salida de la Cuevona de Cueves,Hórreo en el pueblo de Cueves,Interior de la Cuevona de Cueves,Capilla del pueblo de Cueves;,,,;;;
