Nombre;Zona;Tipo;Municipio;Localidad;Días;Email;Web;Facebook;Twitter;Youtube;Pinterest;Instagram;Rss;Canal ;Url;Descripción Corta;Descripción;Coordenadas;Slide;Título;Url
Vía Crucis Viviente;Occidente de Asturias;Fiesta de interés turístico del Principado de Asturias;Villanueva de Oscos;Vilanova;28 Marzo;;;;;;;;;;;Vía crucis viviente de Villanueva de Oscos, cuando la Semana Santa cobra vida;En plena Semana Santa, el pueblo de Vilanova hace todo un despliegue de imaginación y devoción, poniendo en escena una representación teatral popular de la Pasión según San Marcos en la que se vuelcan todos los vecinos de esta hermosa localidad el día de Jueves Santo. Esta representación teatral es de un realismo y dramatismo que te meterá totalmente en el momento histórico que trata de recrear. Los tambores acompañan a la comitiva de romanos, y la música de cuerda despliega todo su encanto en el entorno de Vilanova y su monasterio. Este Vía Crucis es una de las dramatizaciones más famosas de la Semana Santa en Asturias y además se desarrolla en el incomparable marco de Vilanova, donde el aire monacal, como si el Medievo, el Barroco o el siglo XVIII viniesen a ti. Además, la hospitalidad de las gentes, la belleza del paisaje, o la excelente gastronomía de la zona son atractivos que se suman a la hora de ir a contemplar esta representación teatral en plena Semana Santa. Más información;43.311318,-6.986816;/documents/39908/63561/Via_Crucis_Calvario_Villanueva_de_Oscos_1200x800.jpg/4423a9de-b08c-a3eb-dac7-c576552b393d?t=1674191442065,/documents/39908/63561/Procesion-2.jpg/18fec018-1c40-3062-88df-2f9b9622336c?t=1674191444006,/documents/39908/63561/Via_Crucis_Monte_Olivos_Villanueva_de_Oscos_1200x800.jpg/86fd8d39-dc52-6c4c-83b6-cf586789c34c?t=1674191442692,/documents/39908/63561/Procesion-3.jpg/f78bff02-560b-e16f-18cc-e5fa7bbd8805?t=1674191444591;Vía Crucis Viviente,Vía Crucis Viviente,Vía Crucis Viviente,Vía Crucis Viviente;,,,
Festival Gastronómico de la Angula;Centro de Asturias;Fiesta de interés turístico;Soto del Barco;L´Arena;Marzo (1, 2 y 3);;;;;;;;;;;Este singular festival está protagonizado por un producto muy ligado a la cultura pesquera asturiana, concretamente de esa zona de la desembocadura del río Nalón, donde desde siempre se da una angula (cría de anguila) de excepcional calidad.;Esta fiesta gastronómica es la única de Asturias dedicada exclusivamente a la angula. Se celebra el primer fin de semana de marzo, durante tres días, y tiene más de treinta años de antigüedad. Este singular festival está protagonizado por un producto muy ligado a la cultura pesquera asturiana, concretamente de esa zona de la desembocadura del río Nalón, donde desde siempre se da una angula (cría de anguila) de excepcional calidad. Además, en los puertos pesqueros que se asoman al mar en esta parte de Asturias, existe una gran cultura de todo tipo de platos marineros pero sobremanera tienen un dominio total de la angula en lo que a aspectos culinarios se refiere. El festival cuenta con gran arraigo popular y mucho ambiente, pues el público llega desde todas partes de Asturias y también de fuera. Si deseas tener una inolvidable experiencia gastronómica, no te pierdas esta fiesta. Más información  ;43.558160, -6.076221;/documents/39908/63396/angulas.jpg/25d6574f-d6e7-d8ea-7859-db16adeaf30f?t=1674191240398,/documents/39908/63396/00961_Merluza_con_angulas.jpg/90ae8b2b-a25e-5fb7-8260-3c9affb767c0?t=1674191237284,/documents/39908/63396/00962_Lomos_de_merluza_con_angulas_y_almejas+%281%29.jpg/493ff9c4-dc2f-3840-0cba-f0db609eafbe?t=1674191237981;Plato de angulas,Merluza con angulas,Merluza con angulas y gambas;,,
Fiesta del Alba;Centro de Asturias;Fiesta de Interés Turístico del Principado de Asturias;Quirós;Salceo;15 Agosto;;;;;;;;;;;Fiesta del Alba en Quirós, una devoción con las mejores vistas;La Fiesta del Alba, en honor de la Virgen de Alba, patrona de Quirós, se celebra todos los años el día 15 de agosto, en la ermita de Alba, sobre el pueblo de Salceo. Enclavada en plena Sierra del Aramo, a unos 1090 metros de altitud, tiene un buen acceso a través de una pista asfaltada. Esta Ermita, conocida por su devoción y por su historia, ofrece unas vistas espectaculares de todo el concejo de Quirós. Con motivo de la Fiesta del Alba se celebra una procesión, acompañada de gaita y tambor, y después de la procesión tiene lugar la misa, que, como curiosidad, haya que destacar que suele ser cantada en llingua quirosana. Después llega la comida campestre, y tras ésta diversos actos como la carrera de cintas a caballo, el certamen del pan de escanda, la muestra de doma vaquera, etc. Todo un ritual que se repite con éxito y gran afluencia de público año tras año. Además, es costumbre acampar en las proximidades de la Ermita los días antes de la fiesta, celebrándose así las tradicionales verbenas populares. Más información;43.160222, -5.973950;/documents/39908/63459/Fit_Alba2.jpg/7671f461-05ce-9929-02f9-6b1a03a92dc2?t=1674191312451,/documents/39908/63459/Fit_Alba1.jpg/87b30759-4087-fa37-549b-b86770f3741d?t=1674191311819;Fiesta del Alba,Fiesta del Alba;,
Fiesta de San Pedrín de la Cueva;Oriente de Asturias;Fiesta de Interés Turístico del Principado de Asturias;Sariego;Narzana;Agosto (17, 18, 19 y 20);;;;;;;;;;;Fiesta de San Pedrín de la Cueva en Sariego: la fusión de la naturaleza, la cultura y el deporte;La fiesta de San Pedrín es una cita clásica en el verano asturiano. Por las características de esta fiesta se puede decir que estamos ante un perfecto ejemplo de una equilibrada fusión entre naturaleza, cultura y deporte. San Pedrín de la Cueva es una fiesta muy conocida por su afamada procesión, en la que se saca el Santo de la capilla donde está habitualmente para llevarlo a una cueva natural, donde se oficia la misa en asturiano. El ambiente festivo es total: bandas de gaitas, concierto coral, gastronomía típica y para rematar todo el programa festivo, verbena, música folk, así como otras actividades lúdicas y deportivas como es la prueba de motocross, muy conocida a nivel nacional e incluso internacional. También hay carrozas, en defintiva varios días de fiesta sin parar... Más información;43.414545, -5.579875;/documents/39908/63369/fit_san_pedrin_cueva_1.jpg/349a62b6-c9c8-dee9-434a-7a9ec5cd919b?t=1674191207846;San Pedrín de la Cueva;
Fiestas de San Roque;Oriente de Asturias;Fiesta de interés turístico del Principado de Asturias;Llanes;Llanes;16 Agosto;;http://www.san-roque.com/;https://www.facebook.com/pages/P%C3%A1gina-oficial-Bando-de-San-Roque-Llanes/1400889053460997;;;;https://instagram.com/srllanes/;;;;Fiestas de San Roque en Llanes, la gran sinfonía de Siemprevivas;El grito de ¡Viva San Roque y el Perru! es inconfundible e identificativo de que las fiestas de San Roque en Llanes han comenzado y que llegan para quedarse con distintos actos a lo largo del mes de agosto, si bien el Día Grande es el 16 de este mes. La Siempreviva es el distintivo del Bando de San Roque desde finales del siglo XIX y sigue inundando de aroma y fiesta la villa llanisca durante estas fiestas. La Danza peregrina, el festival de bandas de gaitas, o las verbenas en la vega de la Portilla son tradiciones asociadas para siempre al San Roque llanisco. Una fiesta tan genuina como antigua, que hunde sus raíces en el siglo XIII, vinculada al Camino de Santiago de la Costa y a la Hospedería de peregrinos que tuvo la villa. Cuenta la tradición que las romerías en honor a San Roque constituían una forma de hospitalidad y agasajo del pueblo de Llanes a tantos y tantos peregrinos jacobeos que hacían su parada en la villa. Con el paso del tiempo se han ido añadiendo elementos nuevos a los rituales, y actividades distintas pero no se ha borrado un ápice de la esencia del alma sanroqueña, basada en la atención al forastero, sin distinción de clases sociales y en la devoción a San Roque. En definitiva, todo un clásico en las tradiciones llaniscas y asturianas. Más información;43.420656, -4.754796;/documents/39908/63489/Fiestas_de_San_Roque_Llanes_1.jpg/f264fc60-d263-e7bb-e3d1-56c468941ac1?t=1674191356949,/documents/39908/63489/Fiestas_de_San_Roque_Llanes_2.jpg/2403b413-300a-1f31-93f3-5650da142c3a?t=1674191357648,,/documents/39908/63489/Fiestas_de_San_Roque_Llanes_3.jpg/376f4828-2ef4-312f-9441-21dbe2d921b0?t=1674191358247,/documents/39908/63489/Fiestas_de_San_Roque_Llanes.jpg/935ca101-2346-aab5-80c0-949e20e3dbc7?t=1674191356373;Fiestas de San Roque,Fiestas de San Roque,Fiestas de San Roque,Fiestas de San Roque,Fiestas de San Roque;,,https://www.youtube.com/watch?v=U6l7eItOrdg,,
Feria de Indianos;Oriente de Asturias;Fiestas y Actividades de Interés Turístico del Principado de Asturias;Ribadedeva;Colombres;Julio (12, 13 y 14);;;;;;;;;;;La Feria de Indianos se celebra cada año en el mes de julio en Colombres, capital del concejo de Ribadedeva. Esta fiesta comenzó su andadura en el año 2008, con el objetivo de rendir tributo a la cultura hispanoamericana existente en este territorio, merced a los notables contingentes migratorios que tuvieron lugar en los siglos XIX y XX, desde esta parte del oriente de Asturias hacia el continente americano.;La cita conjuga en un fin de semana todo tipo de actos culturales, gastronómicos y lúdicos, todos ellos relacionados con la temática indiana. En realidad, se trata de una inmersión total en esta cultura, que ha generado a lo largo del tiempo multitud de manifestaciones vinculadas a la arquitectura, la indumentaria, el estilo de vida, la gastronomía, el folclore, la música, el arte, la artesanía, la gastronomía, la literatura, etc. Colombres, la capital ribadense, que además fue Pueblo Ejemplar de Asturias en 2015, es un escenario ideal para la celebración de este evento, por la gran tradición indiana que posee, puesta de manifiesto en su brillante arquitectura, en su historia y en su ambiente. La Feria de Indianos de Colombres ha ido afianzándose año a año, y ampliando su variado y ameno programa de actividades, convirtiéndose así en una cita ineludible del verano en el oriente de Asturias. Más información;43.374791,-4.540981;/documents/39908/63447/indianos-colombres+%281%29.jpg/953d3d48-96b0-56a9-fcdf-66c826a99153?t=1674191301303,/documents/39908/63447/indianos-colombres+%282%29.jpg/84f24cad-8976-7d15-e1a8-2de0d832c17d?t=1674191301973,/documents/39908/63447/indianos-colombres+%283%29.jpg/3acb646e-d902-5173-5b70-f0c4ecfbaa27?t=1674191302541,/documents/39908/63447/indianos-colombres+%284%29.jpg/dfe183b3-b6ad-8dda-ff71-a0dab5ebcaa7?t=1674191303140;Feria de Indianos,Feria de Indianos,Feria de Indianos,Feria de Indianos;,,,
Fiesta Día de los Pueblos de Asturias;Occidente de Asturias;Fiesta de Interés Turístico del Principado de Asturias;Tineo;Navelgas;1 septiembre;;;;;;;;;;;Día de los Pueblos de Asturias en Navelgas, un baño de asturianía;El Día de los Pueblos de Asturias tiene como fin contribuir al hermanamiento y la solidaridad de los distintos pueblos asturianos, mostrar lo que tienen en común y también lo que es propio de cada lugar. En definitiva, fomentar el sentimiento de asturianía integradora y abierta al mundo. En cada edición se homenajea a un pueblo de Asturias, que recibe la Paloma de la Fraternidad. Sus gentes son acogidas en Navelgas con el cariño y la hospitalidad que constituyen la seña de identidad de este pueblo y, en general, del mundo rural asturiano. Se suman en el transcurso de la fiesta los representantes y vecinos de los pueblos hermanados en años anteriores, así como otros visitantes y turistas, dando lugar a un ambiente espontáneo de alegre convivencia. En el acto institucional se hace entrega del Chosco de Oro, que simboliza dos de nuestras más preciadas tradiciones. Se premian con él a aquellas personas e instituciones que destacan en la promoción, difusión y defensa de Asturias.  Con el Arándano de Plata se distingue, por su parte, a las personas o colectivos que destacan con sus aportaciones en el ámbito de la etnografía, el folclore, la gastronomía, la música y otras manifestaciones culturales. El programa consiste habitualmente en una Recepción de Galardonados y Autoridades, un Desfile de Grupos folclóricos y grupos invitados, y la entrega de Galardones. La Jornada se completa con mucha animación y otras actividades lúdicas y culturales. Más información;43.403867, -6.543256;/documents/39908/63564/D%C3%ADa+de+los+Pueblos+de+Asturias.jpg/aeb170e6-1ebe-7e95-4f3e-4e807a9e3078?t=1674191445248,,,,,,;Día de los Pueblos de Asturias,,,,,,;,,,,,,
Fiesta de la Virgen de la Guía;Oriente de Asturias;Fiesta de interés turístico nacional;Llanes;Llanes;8 Septiembre;;;;;;;;;;;Fiesta de la Virgen de Guía en Llanes, el privilegio de la antigüedad;Una de las notas más llamativas de la Festividad de la Virgen de Guía en Llanes es que destila antigüedad y solera marinera por los cuatro costados. La Ermita de Guía tiene quinientos años, y desde hace otros tantos se tienen noticias de esta cumplida devoción en la villa marinera de Llanes. Y otra nota curiosa es que su festividad coincide con la de la Virgen de Covadonga - patrona de Asturias – el 8 de septiembre. Pero la Virgen Guía no le quita protagonismo a Cuadonga/Covadonga, al contrario, refuerza el sentido de identidad llanisca y oriental en el conjunto de Asturias. Pero no terminan aquí las curiosidades de esta fiesta. Otra de las más plásticas y coloristas es la procesión nocturna que se celebra el 7 de setiembre, y en la que la Virgen es llevada de su ermita a la Basílica llanisca, con parada mirando al mar, fuegos artificiales, y cientos de mujeres ataviadas con mantilla española, unas con la mantilla blanca y otras negra, y portando cada una de ellas una vela en la mano y un nardo en la solapa (esta flor blanca y olorosa es la distintiva del Bando de la Virgen de Guía). Haciendo hileras, y acompañando a la Virgen por las angostas calles del casco histórico de Llanes componen una estampa única y diferente a todo lo que puedas encontrarte en una ceremonia de estas características. El elenco de curiosidades se completa con la Danza de Arcos en la mañana del día 8 de septiembre delante de la Ermita, que los niños interpretan con especial gracilidad, mientras los adultos están ataviados con el traje de llanisco y llanisca, y se cuentan por cientos. Además, desde hace cuatro décadas un tren de madera con aire de época llega desde Mieres con cientos personas que se unen a esta celebración donde el azabache de los traje de llanisca deslumbra más que los rayos del sol. Más información;43.418273, -4.749603;/documents/39908/63525/Fiesta_de_la_Virgen_de_La_Guia_Llanes_3.jpg/7ed7d6cf-329b-2f1b-766a-197bf05d9583?t=1674191411989,/documents/39908/63525/Fiesta_de_la_Virgen_de_La_Guia_Llanes_1.jpg/9a323a4a-7ab9-ded7-eac3-a6daae06f602?t=1674191409937,/documents/39908/63525/Fiesta_de_la_Virgen_de_La_Guia_Llanes_2.jpg/23673e94-4682-1bbd-a6ba-fdeb4df39795?t=1674191410715,/documents/39908/63525/Fiesta_de_la_Virgen_de_La_Guia_Llanes.jpg/7fb57c59-1b32-8a64-d4c9-a34ee8e3b6c9?t=1674191409275;Virgen de la Guía,Virgen de la Guía,Virgen de la Guía,Virgen de la Guía;,,,
Festival Intercéltico d'Occidente;Occidente de Asturias;Fiesta de Interés Turístico del Principado de Asturias;Tapia de Casariego;Tapia;Agosto (1 a 4);;;;;;;;;;;Festival Intercéltico del Occidente en Tapia de Casariego, con la música folk a la orilla del mar;El Festival Intercéltico del Occidente, que se celebra en Tapia la primera quincena de agosto, es una de las citas musicales del verano asturiano en plena costa. Al natural encanto de la villa tapiega y a su excelente ambiente estival, este certamen añade un plus de cultura y animación que lo convierte en uno de los grandes eventos de estas fechas en Asturias. Un importante cartel de grupos musicales folk, tanto de casa como de fuera, así como bandas de gaitas y otras actividades relacionadas con la cultura celta, inundan de fiesta y momentos divertidos el veraneo tapiego. Todo con el ingrediente añadido de un mercado medieval y de una villa volcada en su festival. Y además, con el mar Cantábrico brindando sus vientos y espumas para que todo corra como la seda. Más información;43.570055, -6.943778;/documents/39908/63603/Festival_Interceltico_D_Occidente_3.jpg/79611ab1-e5b2-aea8-8d5f-2d928a0438ea?t=1674191498373,/documents/39908/63603/Festival_Interceltico_D_Occidente_2.jpg/4961c06a-995e-02f2-4daa-a08106388018?t=1674191497629,/documents/39908/63603/Festival_Interceltico_D_Occidente_1.jpg/b9cb017d-5429-ac6b-1d4a-6fdeef416616?t=1674191497044,/documents/39908/63603/Festival_Interceltico_D_Occidente.jpg/c093f1e8-2ff7-b8c7-390f-e017eb5db3d0?t=1674191496456;Festival Intercéltico del Occidente,Festival Intercéltico del Occidente,Festival Intercéltico del Occidente,Festival Intercéltico del Occidente;,,,
Jira al Embalse de Trasona;Centro de Asturias;Fiesta de interés turístico del Principado de Asturias;Corvera de Asturias;Trasona/Tresona;1 Mayo;;;;;;;;;;;Jira al Embalse de Trasona en Corvera de Asturias, gastronomía asturiana al borde de las aguas más deportivas;La Jira en Asturias siempre es una comida campestre, y enlaza directamente con esa tradición tan nuestra de aunar gastronomía, naturaleza y fiesta. La Jira al Embalse de Trasona en el concejo de Corvera de Asturias es muy especial por varias razones. La primera de ellas porque está vinculada al 1 de Mayo, Día del Trabajo, y es que con esa filosofía surgió. Su nacimiento está ligado al gran contingente de trabajadores que desde los años del cincuenta del siglo XX habitaban en la zona trabajando en la siderurgia. Y así se perpetuó. Se trataba y se trata de disfrutar dando buena cuenta de la gastronomía asturiana más casera, y de paso disfrutar de las gaitas, los grupos folclóricos y la verbena. Además, otro motivo que hace esta fiesta única es que se celebra en el entorno del embalse de Trasona, muy conocido en España y en el extranjero por ser sus aguas campo de entrenamiento y alto rendimiento de deportistas de élite en las modalidades de piragüismo y remo. Así que la Jira al Embalse de Trasona aúna tradición asturiana, metalúrgica y deportiva en torno a una amigable reunión popular a pie de embalse, en medio de un agradable paisaje. Más información;43.538397, -5.870339;/documents/39908/63609/Jira_al_Embalse_de_Trasona.jpg/c70773da-4d68-1122-7cac-b707a9392279?t=1674191507252,/documents/39908/63609/Jira_al_Embalse_de_Trasona_2.jpg/53a9fadc-76e2-7dee-adcc-4f2b661417d1?t=1674191508921,/documents/39908/63609/Jira_al_Embalse_de_Trasona_1.jpg/9ff6ca7c-50ae-2ef8-0d8c-7575f57e0fe9?t=1674191508275,/documents/39908/63609/Jira_al_Embalse_de_Trasona_3.jpg/6e3ad80a-a793-a8f5-a305-0dffd2b2ba3a?t=1674191509532;Jira al Embalse de Trasona,Jira al Embalse de Trasona,Jira al Embalse de Trasona,Jira al Embalse de Trasona;,,,
Fiesta de los Humanitarios;Centro de Asturias;Fiesta de interés turístico del Principado de Asturias;Aller;Morea/Moreda;11 Noviembre;;http://www.humanitariossanmartin.org/;;;;;;;;;Fiesta de los Humanitarios en Morea/Moreda, confraternidad solidaria y gastronomía única;Desde hace más de cien años, concretamente desde 1905, cada 11 de Noviembre (festividad de San Martín de Tours) Morea/Moreda se viste de gala para celebrar la que está considerada como una de las citas más populares y clásicas del otoño asturiano. Esta fiesta, que cuenta con los rituales típicos de misa, desfile de carrozas, y folclore típico asturiano, es muy original por varias razones: la primera porque nace del asociacionismo vecinal con una finalidad social y solidaria de apoyo a los más desfavorecidos, la segunda, porque la gastronomía típica de la fiesta - fabada y casadielles principalmente – incorpora también el panchón, postre allerano por excelencia que tiene como base el pan de escanda (asturiano también por los cuatro costados), y la tercera porque pocas asociaciones creadoras de fiesta tan singular, tienen además el galardón de Pueblo Ejemplar de Asturias. Así que los Humanitarios son la conjunción perfecta entre la confraternidad solidaria, y la fiesta asturiana en torno al buen comer y beber.  Más información;43.168529, -5.738575;/documents/39908/63513/humanitarios.jpg/3fa6e73c-3ff1-effe-c745-e5e583604b35?t=1674191390210;Fiesta de los Humanitarios;
Fiesta del Asturcón;Oriente de Asturias;Fiesta de Interés Turístico Nacional;Piloña;Majada de Espineres;24 Agosto;;;;;;;;;;;Fiesta del Asturcón o el canto a una raza autóctona;El asturcón es el caballo asturiano por excelencia. Desde hace décadas se cría y crece en libertad en la Sierra del Sueve, al mismo tiempo que espanta el fantasma de su extinción. Por eso, cada año desde hace más de 35 se celebra una fiesta en su honor: para que el público lo conozca y para dar cuenta de su fantástica recuperación gracias al empeño de los ganaderos de la zona. El escenario de la Fiesta del Asturcón, es también un paisaje de montaña idílico conocido como la Majada de Espineres. Allí transcurre en una inolvidable jornada en plena naturaleza en la que hay un poco de todo: misa de campaña, entrega de premios, espectáculo de marcaje y doma, comida campestre, y mucha música y fiesta de ambiente asturiano cien por cien. Más información;43.411250, -5.310341;/documents/39908/63465/Fiesta_del_Asturcon_2.jpg/65d63049-c240-71e3-957d-e6011792df64?t=1674191323949,/documents/39908/63465/Fiesta_del_Asturcon_3.jpg/17e53209-79ac-94c8-b96a-cec88820915a?t=1674191324509,/documents/39908/63465/Fiesta_del_Asturcon.jpg/43aebd06-450c-6d15-bb6c-55eaf6c46315?t=1674191322720,/documents/39908/63465/Fiesta_del_Asturcon_1.jpg/862dba28-d850-a7a9-f7e9-197fcb2f1477?t=1674191323404;Fiesta del Asturcón,Fiesta del Asturcón,Fiesta del Asturcón,Fiesta del Asturcón;,,https://www.youtube.com/watch?v=vsY41yxosIY,
Festival de la Sidra Natural en Gijón;Centro de Asturias;Fiesta de Interés Turístico del Principado de Asturias;Gijón;Gijón/Xixón;23 de agosto a 1 de septiembre;;;;;;;;;;;Sencillamente espectacular;Desde hace varias décadas, el Festival de la Sidra Natural anima la última semana de agosto y por tanto la recta final del verano. Sin lugar a dudas el festival es una de las grandes y clásicas citas del estío gijonés, y cuenta con un amplio programa de actividades. Arte urbano, arte efímero, el mercadín de la sidra y la manzana, loscursos de escanciado, el bus de la sidra,  las visitas a llagares emblemáticos, el concurso de escanciadores, las representaciones teatrales, los cancios de chigre, las degustaciones populares, o la entrega de premios son algunas de las actividades típicas de un festival que inunda calles y plazas con su ambiente, y que viste de aire sidrero toda la ciudad. Pero si algo llama la atención sobremanera es el récord mundial de escanciado simultáneo que se bate cada año en la famosa playa de Poniente, y que añade una nota de color y originalidad única en el mundo. Más información;43.542737, -5.667553;/documents/39908/63606/fit_sidra_gijon1.jpg/0d453105-9b3e-108d-0f73-2cc07c801a7c?t=1674191499814,/documents/39908/63606/fit_sidra_gijon2.jpg/7a2062ab-a9b7-6e7c-a108-d99bcf30ac8c?t=1674191499190,/documents/39908/63606/Festival_de_la_Sidra_Natural_Gijon_3.jpg/019f03d7-20a7-da62-b908-8051a4eebccd?t=1674191506083,;Festival de la Sidra Natural en Gijón,Festival de la Sidra Natural en Gijón,Festival de la Sidra Natural en Gijón,Festival de la Sidra Natural en Gijón;,,,https://www.youtube.com/watch?v=n6dVAdv-J8E
Concurso de Saltos Internacional Oficial de España / CSIO;Centro de Asturias;Fiesta de Interés Turístico del Principado de Asturias;Gijón;Gijón/Xixón;27 agosto a 1 septiembre;;;;;;;;;;;El Campeonato Hípico de Gijón es una competición deportiva de salto de obstáculos que, a lo largo de sus 76 años de historia, ha ido evolucionando hasta convertirse en un evento de los más destacados internacionalmente en esta disciplina deportiva.;El campeonato gijonés no es un concurso más. Está muy cuidado, hasta en los más mínimos detalles, desde la estética de los obstáculos, la calidad de las instalaciones, la organización o la participación deportiva, así como el variado conjunto de actividades culturales y lúdicas que ofrece en paralelo a su celebración. Actividades culturales, divulgativas, comerciales, infantiles, tertulias, gastronomía, o exposiciones conforman un universo de ocio vinculado a la hípica que hacen de este concurso un acontecimiento deportivo y social único en España. Precisamente por su gran atractivo, este concurso tiene un profundo arraigo social en la ciudad de Gijón/Xixón, y también fuera de ella. Y lo cierto es que miles y miles de personas acuden a esta cita cada año, y siguen con entusiasmo tanto las pruebas deportivas, al tiempo que se hacen eco de abundante presencia de personalidades y "celebrities" de diferentes ámbitos que se acercan a vivir "in situ" este apasionante evento. Una oportunidad única para conocer y disfrutar de Gijón/Xixón, y sus alrededores, con su espléndida zona rural y costera, de paseos, playas, campos de golf, etc. Además, en unas fechas estupendas como son las de la última quincena de agosto. Más información;43.528094049481965, -5.640344330684521;/documents/39908/63636/Concurso+de+Saltos+Internacional+Oficial+de+Espa%C3%B1a+%281%29.jpg/41150164-fd2a-8063-27e4-8c7468a9ae99?t=1674191544549,/documents/39908/63636/Concurso+de+Saltos+Internacional+Oficial+de+Espa%C3%B1a+%283%29.jpg/b4a65391-686e-dea6-d06c-dca5d34c8f82?t=1674191545749,/documents/39908/63636/Concurso+de+Saltos+Internacional+Oficial+de+Espa%C3%B1a+%282%29.jpg/053a52b1-4686-3502-fcec-4a00d9e3130b?t=1674191545125,/documents/39908/63636/Concurso+de+Saltos+Internacional+Oficial+de+Espa%C3%B1a+%284%29.jpg/5ee0be65-0aab-8ac6-3ae6-14f1c1ee51d5?t=1674191546311;Concurso de Saltos 1,Concurso de Saltos 2,Concurso de Saltos 3,Concurso de Saltos 4;,,,
Festival Internacional Longboard Surf Salinas;Centro de Asturias;Fiesta de interés turístico;Castrillón;Salinas;Julio (24 a 28);;;https://www.facebook.com/salinaslongboardfestival;;;;;;;;Con más de quince años de antigüedad, es el festival con mayor tradición y solera que existe en Europa.;Con más de quince años de antigüedad, es el festival con mayor tradición y solera que existe en Europa, y se encuentra en la actualidad entre los tres más importantes del mundo. Además fue el primero en Asturias en realizar un maridaje lúdico-deportivo. Aunque el origen y la esencia de esta fiesta son deportivos, todos los días de duración del festival son un momento ideal para disfrutar no solo con el surf sino con el espectacular entorno natural de Salinas, así como con otras actividades complementarias como conciertos, proyecciones, surf adaptado o talleres infantiles. La fiesta entronca desde su raíz con la notable tradición surfera y deportiva de Salinas y su playa, que han sido pioneras en la práctica de este deporte en el norte español. Este festival es un claro ejemplo de cómo además de ver y practicar buen surf, podrás disfrutar a tope con un animado ambiente donde a todas las horas del día y de la noche tiene algo para hacer. Más información;43.581376, -5.967203;/documents/39908/63372/06575_Salinas_Castrillon.jpg/b1c7235b-ac7a-d61f-7b4d-efeab021f165?t=1674191212436,/documents/39908/63372/05652_Museo_de_las_Anclas_Salinas_Castrillon.jpg/328c0832-5169-63f9-2ec6-6e4f359d5150?t=1674191211153,/documents/39908/63372/06421_Surf_Playa_de_Salinas_Castrillon.jpg/9c9e1982-2683-5b1b-c6b8-f843ebb85a5d?t=1674191211826,/documents/39908/63372/07107_Panoramica_de_Salinas_Castrillon.jpg/819548b0-181d-e7d7-bd1b-b6194efd1069?t=1674191213035;Playa de Salinas,Museo Philippe Cousteau,Puesta de sol en la playa de Salinas,Salinas vista panorámica;,,,
Festival de la Sardina;Centro de Asturias;Fiesta de Interés Turístico del Principado de Asturias;Carreño;Candás;1 Agosto;;;;;;;;;;;Una fiesta que sabe que alimenta;Cada año, el 1 de agosto en Candás, la capital del concejo de Carreño, se celebra el Festival de la Sardina. Este ya veterano y populoso festival, fue pionero en su género en Asturias y se enmarca en las famosas fiestas de San Félix de Candás. Después de casi cuatro décadas de celebración - la primera edición fue en 1970 – se ha convertido en todo un clásico, y en una cita obligada para los amantes de la fiesta y de la buena gastronomía. En esa jornada toda la villa candasina está inundada del aroma y el sabor de este suculento pescado, que en Candás "trabajan" con auténtica maestría. Cada primero de agosto ya es tradición comer las sardinas a la plancha que se preparan en vivo y en directo en los tenderetes del paseo de San Antonio. Como colofón a tan brillante y sabrosa jornada se premia con la "Sardina de Oro" al restaurante que mejor y más inspirado haya preparado el pescado. En cada edición del festival se consumen miles de kilos de sardinas… Un consejo práctico: para beber, lo mejor unos "culinos" de sidra. Y los que quieran y se animen, a disfrutar del ambiente y la diversión hasta altas horas de la madrugada. Más información;43.592436, -5.765489;/documents/39908/63570/Festival_de_la_Sardina.jpg/dcbc671b-2a92-601d-d9f4-ac295a0b6770?t=1674191452711,/documents/39908/63570/Festival_de_la_Sardina_2.jpg/d4140083-6448-ff89-1d0d-b0a4a0ce2769?t=1674191454037,/documents/39908/63570/Festival_de_la_Sardina_3.jpg/25c09597-c7aa-1a13-496b-41308fa35407?t=1674191454644,/documents/39908/63570/Festival_de_la_Sardina.jpg/dcbc671b-2a92-601d-d9f4-ac295a0b6770?t=1674191452711;Festival de la Sardina,Festival de la Sardina,Festival de la Sardina,Festival de la Sardina;,,,
