Nombre,Localización,Latitud,Longitud,Dirección,Teléfono,Precio,Horario,Tipos_cocina,Valoración,Votos,Características,Descripción,url,url_web,url_ig
M. Mallo Menéndez, Cangas del Narcea,43.17577870,-6.54772310,"C. Uría, 8, Cangas del Narcea, Principado de Asturias, España",+34985810073,hasta €10,"['LunesLun', '07:00-02:00', 'MartesMar', '07:00-02:00', 'MiércolesMié', '07:00-02:00', 'JuevesJue', '07:00-02:00', 'ViernesVie', '07:00-02:00', 'SábadoSáb', '07:00-02:00', 'DomingoDom', '11:00-02:00']",Desconocido,74,99,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre']","Disfruta de Santuario de la Virgen del Acebo y acércate por este café. La gente normalmente visita M. Mallo Menéndez para paladear su extraordinario café. Muchos clientes indican que el personal es amable. Su pulcro servicio te hará sentirte especial. Hay una distendida atmósfera en este lugar, tal y como lo ven sus visitantes. Los usuarios de Google aprecian este lugar: le han otorgado 4,5 estrellas.",https://es.restaurantguru.com/M-Mallo-Menendez-Cangas-del-Narcea,Desconocido,Desconocido
Chicote, Cangas del Narcea,43.17740180,-6.55104710,"C. la Fuente, 6, Cangas del Narcea, Principado de Asturias, España",+34985810934,hasta €10,"['LunesLun', '09:00-15:0017:00-00:00', 'MartesMar', 'Cerrado', 'MiércolesMié', '09:00-15:0017:00-00:00', 'JuevesJue', '09:00-15:0017:00-00:00', 'ViernesVie', '09:00-15:0017:00-00:00', 'SábadoSáb', '09:00-15:0017:00-00:00', 'DomingoDom', '09:00-15:0017:00-00:00']",['Española'],76,508,"['Solamente efectivo', 'Asientos al aire libre', 'No wifi', 'Sin reserva']","Cuando planifiques tu viaje, no te olvides de Puente Colgante Cangas del Narcea y de decidirte por un sitio donde comer: este bar está justo al lado de ese lugar turístico. Chicote es famoso por ofrecer cocina española. La mayoría de los clientes recomienda probar sus sorprendentes patatas, sus generosas patatas bravas y su perfectamente elaborado laing. Te ofrecerán un vino de la casa espectacular. La buenísima ubicación de este lugar hace que llegar a él por cualquier medio sea muy sencillo. Muchos usuarios encuentran que el personal es admirable en este lugar. Descansar y comer aquí es siempre un placer, principalmente por su sofisticado servicio. Sus precios adecuados son una de esas cosas que se deben mencionar al hablar de este bar. Una decoración atrayente y su ambiente silencioso ayudan a sus clientes a sentirse relajados. Chicote ha logrado un 4,5 según el baremo de valoraciones de Google.",https://es.restaurantguru.com/Chicote-Cangas-del-Narcea,Desconocido,Desconocido
El Forno de Manolo, Cangas del Narcea,43.17711800,-6.54935200,"C. Uría, 29, bajo, Cangas del Narcea, Principado de Asturias, España",+34985810706,hasta €10,"['LunesLun', '08:00-01:00', 'MartesMar', '08:00-01:00', 'MiércolesMié', '08:00-01:00', 'JuevesJue', '08:00-01:00', 'ViernesVie', '08:00-01:00', 'SábadoSáb', '08:00-01:00', 'DomingoDom', '08:00-01:00']","['Pizza', 'Americana', 'Comida Rápida']",70,342,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'Wifi', 'Para llevar', 'No accesible para sillas de ruedas']","Tras disfrutar de Santuario de la Virgen del Acebo, es una buena idea visitar este restaurante. Si todavía no has saboreado la tierna pizza, el singular laing o el perfectamente elaborado rape de El Forno de Manolo, entonces no has disfrutado aún de la vida. Aquí puedes tomarte un sensacional café. Muchos clientes destacan que el personal esta bien preparado en este lugar. Su espectacular servicio te hará sentirte especial. La mayor parte del tiempo podrás encontrar aquí una silenciosa atmósfera. De acuerdo con los comentarios de los usuarios en Google, este lugar merece un 4,2.",https://es.restaurantguru.com/El-Forno-de-Manolo-Cangas-del-Narcea-2,facebook.com,Desconocido
Bar La Himera, Principado de Asturias,43.15583120,-6.54063100,"AS-213, Km 3, Cangas del Narcea, Principado de Asturias, España, 33817",+34682541222,hasta €10,"['LunesLun', 'Cerrado', 'MartesMar', '09:30-00:00', 'MiércolesMié', '09:30-00:00', 'JuevesJue', '09:30-00:00', 'ViernesVie', '09:30-00:00', 'SábadoSáb', '09:30-00:00', 'DomingoDom', '09:30-00:00']","['Española', 'Grill']",68,219,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Si deseas probar platos de la cocina española, no pierdas la oportunidad de visitar este bar. Prueba su atrayente pescado y su singular carne de vaca. El café de Bar La Himera no es muy del agrado de sus usuarios. Este lugar es muy recomendable por su afable personal. Su genial servicio te hará sentirte especial. Si nunca has probado a comer y sentir una intensa sensación de belleza a la vez, visita este lugar y concocerás su agradable atmósfera. Este bar ha sido galardonado con un 4,1 de acuerdo con el baremo de valoraciones de Google.",https://es.restaurantguru.com/La-Himera-Cangas-del-Narcea,Desconocido,Desconocido
La Criolla, Cangas del Narcea,43.17755550,-6.55266690,"Calle Vega, 11, Cangas del Narcea, Principado de Asturias, España",+34985810450,hasta €10,"['LunesLun', '07:00-23:00', 'MartesMar', '07:00-23:00', 'MiércolesMié', '07:00-23:00', 'JuevesJue', '07:00-23:00', 'ViernesVie', '07:00-23:00', 'SábadoSáb', '08:00-02:00', 'DomingoDom', 'Cerrado']",Desconocido,70,89,"['No hay entrega', 'Asientos al aire libre', 'Sin reserva']","Si tienes hambre tras disfrutar de Colegiata de Santa Maria Magdalena, visita este bar para cenar. Tenemos que destacar que su servicio se considera abnegado. Tal y como la mayoría de clientes dicen, la atmósfera es hogareña. Los usuarios de Google le han otorgado una nota de 4 a La Criolla.",https://es.restaurantguru.com/La-Criolla-Cangas-del-Narcea,facebook.com,Desconocido
KO,localidad,KO,long,loc,telefono,precios,horario,tipo_cocina,valora,votos,caracteristicas,descripcion,https://es.restaurantguru.com/Caniecho-Cangas-del-Narcea,,
Caniecho, Cangas del Narcea,43.17801419,-6.55171403,"Calle del Tres Peces 9, Cangas del Narcea, Principado de Asturias, España, 33800",+34985812031,~hasta €10,"['Lunes  10:00-00:00', 'Martes  10:00-00:00', 'Miércoles  10:00-00:00', 'Jueves  10:00-00:00', 'Viernes  10:00-02:00', 'Sábado  10:00-02:00', 'Domingo  Cerrado']","['Española', 'Española']",76,40,"['Solamente efectivo', 'Sin asientos al aire libre', 'Wifi', 'Reserva', 'Accesible para sillas de ruedas']","Cuando programes tu viaje, no te olvides de Colegiata de Santa Maria Magdalena y de elegir un sitio donde comer: este bar está justo al lado de ese lugar turístico. Su cocina española, bajo la dirección de su popular chef, es en este establecimiento exquisita. Muchos clientes vienen para degustar sus bien trabajadas croquetas, su atrayente pulpo y su sabroso laing.Su genial servicio es aquí algo en lo que sus comensales están de acuerdo. Este lugar te ofrece unos precios justos por unas comidas riquísimas. ",https://es.restaurantguru.com/Caniecho-Cangas-del-Narcea,Desconocido,Desconocido
Cadillac Cafeteria, Cangas del Narcea,43.17817320,-6.55058250,"C. Alcalde Díaz Penedela, 6, Cangas del Narcea, Principado de Asturias, España",+34985812243,hasta €10,"['LunesLun', '09:00-01:30', 'MartesMar', '09:00-01:30', 'MiércolesMié', '09:00-01:30', 'JuevesJue', '09:00-01:30', 'ViernesVie', '09:00-01:30', 'SábadoSáb', '09:00-03:00', 'DomingoDom', '12:00-15:00']",['Española'],72,116,"['Solamente efectivo', 'Wifi', 'Sin reserva', 'No hay entrega', 'No es para llevar', 'Accesible para sillas de ruedas']","Santuario de la Virgen del Acebo es una estupenda atracción turística para aquellos que vienen a comer a este restaurante tras un largo paseo. Si te gusta la cocina española, merece la pena que conozcas Café Cadillac.",https://es.restaurantguru.com/Cafe-Cadillac-Cangas-del-Narcea,facebook.com,Desconocido
Panadería Artesana Manín, Cangas del Narcea,43.17767900,-6.55098400,"C. Médico Rafael Fernández Uría, 4, Cangas del Narcea, Principado de Asturias, España",+34985817053, €1 - €10,"['LunesLun', '08:30-20:00', 'MartesMar', '08:30-20:00', 'MiércolesMié', '08:30-20:00', 'JuevesJue', '08:30-20:00', 'ViernesVie', '08:30-20:00', 'SábadoSáb', '08:30-20:00', 'DomingoDom', 'Cerrado']","['Española', 'Opciones vegetarianas']",82,793,"['Tarjetas de crédito aceptadas', 'Entrega', 'Para llevar']","Las más espectaculares vistas de Puente Colgante Cangas del Narcea las tienes precisamente desde este establecimiento. Su cocina española ofrece en este café unas comidas sabrosas. Comer sus bien trabajadas empanadillas, sus sabrosas empanadas o su tierno laing es lo que la mayoría de los comensales aconseja. Puedes tomarte unos singulares donuts, unos generosos bollos y unas atrayentes magdalenas en Panadería Artesana Manín. Es fácil encontrar este lugar gracias a su estupenda ubicación. Su sensacional café encaja perfectamente con su estupenda comida. El éxito de este lugar sería imposible sin un paciente personal. Siempre que vengas, notarás su admirable servicio. Te van a sorprender sus precios justos. Este café tiene una atmósfera cuidada y una decoración confortable. La nota global de Panadería Artesana Manín en Google es de 4,7.",https://es.restaurantguru.com/Panaderia-Manin-Cangas-del-Narcea,Desconocido,Desconocido
Bar trasgu, Cangas del Narcea,43.17694120,-6.55049650,"C. Burgos, 4, Cangas del Narcea, Principado de Asturias, España",+34684638035, €10 - €24,"['LunesLun', '18:00-03:30', 'MartesMar', '18:00-03:30', 'MiércolesMié', '16:00-03:30', 'JuevesJue', '18:00-03:30', 'ViernesVie', '16:00-05:30', 'SábadoSáb', '18:00-05:30', 'DomingoDom', 'Cerrado']",Desconocido,72,67,"['Solamente efectivo', 'No hay entrega', 'No accesible para sillas de ruedas']","Ven a beber algo tras ese largo paseo por Puente Colgante Cangas del Narcea. Tal y como un gran número de clientes aseguran, el servicio es pulcro. Una vez dentro, su atmósfera es agradable. Según la valoración de Google, este bar ha logrado un 4,5.",https://es.restaurantguru.com/Bar-Trasgu-Cangas-del-Narcea,Desconocido,Desconocido
Cafetería Magdalena, Cangas del Narcea,43.17747200,-6.55172120,"Pl. Mayor, 5, Cangas del Narcea, Principado de Asturias, España",+34985817074,hasta €10,"['LunesLun', '07:40-23:00', 'MartesMar', '07:40-23:00', 'MiércolesMié', '07:40-23:00', 'JuevesJue', '07:40-23:00', 'ViernesVie', '07:40-23:00', 'SábadoSáb', '07:40-23:00', 'DomingoDom', 'Cerrado']",Desconocido,72,60,"['No hay entrega', 'Asientos al aire libre']","Ven a este café y toma algo si tienes hambre tras disfrutar de Colegiata de Santa Maria Magdalena. En Cafetería La Magdalena van a ofrecerte una carta variada basada en la cocina española. Cada vez que vengas, notarás su estupendo servicio. La mayoría de los visitantes son fieles a este lugar por su cuidada atmósfera. Google le ha dado un 4,3, lo que indica que puedes elegir este lugar para disfrutar de un rato agradable.",https://es.restaurantguru.com/Cafeteria-Magdalena-Cangas-del-Narcea,Desconocido,Desconocido
El Molín, Cangas del Narcea,43.17540980,-6.54818780,"C. Pelayo, 8, Cangas del Narcea, Principado de Asturias, España",+34985811871,hasta €10,"['LunesLun', '07:00-01:00', 'MartesMar', '07:00-01:00', 'MiércolesMié', '07:00-01:00', 'JuevesJue', '07:00-01:00', 'ViernesVie', '07:00-01:00', 'SábadoSáb', '07:00-01:00', 'DomingoDom', '10:00-00:00']",['Pizza'],70,164,"['Asientos al aire libre', 'Reserva', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Accesible para sillas de ruedas']","Si sientes hambre tras disfrutar de Santuario de la Virgen del Acebo, visita este café para comer. Puedes compartir una bien trabajada pizza y un atrayente laing con tus amistades y pasar un rato estupendo aquí. El profesional personal de El Molín demuestra lo mucho que valora a sus clientes. Su agradable servicio te hará sentirte especial. Este lugar arropa a sus visitantes con una silenciosa atmósfera. Un 4,4 es lo que este lugar ha logrado según el sistema de valoraciones de Google.",https://es.restaurantguru.com/El-Molino-Cangas-del-Narcea,facebook.com,Desconocido
Estación de Servicio Repsol, Cangas del Narcea,43.18094890,-6.54647900,"Av. de Oviedo, S.N, Cangas del Narcea, Principado de Asturias, España",+34985810075,Desconocido,"['LunesLun', '06:00-22:00', 'MartesMar', '06:00-22:00', 'MiércolesMié', '06:00-22:00', 'JuevesJue', '06:00-22:00', 'ViernesVie', '06:00-22:00', 'SábadoSáb', '06:00-22:00', 'DomingoDom', '06:00-22:00']",Desconocido,72,139,['Accesible para sillas de ruedas'],"Después de ver Santuario de la Virgen del Acebo, puedes comer algo en Estación de Servicio Repsol. Este lugar es muy recomendable por sus contentos empleados. Tenemos que destacar que su servicio se considera abnegado. Los usuarios de Google que visitaron este lugar afirman que la nota más adecuada es 4,1.",https://es.restaurantguru.com/Estacion-de-Servicio-Repsol-Cangas-del-Narcea,repsol.es,@repsol
Bar Casa Naxio, Cangas del Narcea,43.19420460,-6.54426880,"Regato de, Cangas del Narcea, Principado de Asturias, España",+34985810396,hasta €10,"['LunesLun', '09:00-00:00', 'MartesMar', '09:00-00:00', 'MiércolesMié', '09:00-00:00', 'JuevesJue', '09:00-00:00', 'ViernesVie', '09:00-00:00', 'SábadoSáb', '09:00-00:00', 'DomingoDom', '09:00-00:00']",Desconocido,74,217,"['Asientos al aire libre', 'No hay entrega', 'Accesible para sillas de ruedas']","Con su atrayente embutidos, su generoso laing y sus sorprendentes tapas te llevarás una buena impresión. De acuerdo con las opiniones de los críticos, el vino es extraordinario en este bar. El éxito de Bar Casa Naxio sería imposible sin un bien entrenado personal. Sus visitantes afirman que aquí el servicio es espectacular. Podemos recomendar este establecimiento por sus precios interesantes. Su encantadora atmósfera te espera en este lugar. Los usuarios de Google que visitaron este lugar afirman que la valoración más adecuada es 4,6.",https://es.restaurantguru.com/Bar-Casa-Naxio-Corias,Desconocido,Desconocido
Energy Diner, Cangas del Narcea,43.17683550,-6.54930030,"C. Suárez Cantón, Cangas del Narcea, Principado de Asturias, España",+34985810178,Desconocido,"['LunesLun', 'Cerrado', 'MartesMar', '12:00-16:0019:00-00:00', 'MiércolesMié', '12:00-16:0019:00-00:00', 'JuevesJue', '12:00-16:0019:00-00:00', 'ViernesVie', '12:00-16:0019:00-00:00', 'SábadoSáb', '12:00-16:0019:00-00:00', 'DomingoDom', '12:00-16:0019:00-00:00']",['Pizza'],70,42,['Tarjetas de crédito aceptadas'],Deberías ver Santuario de la Virgen del Acebo justo después de comer en Energy Diner. Este restaurante tiene en Google una nota de 4 según sus clientes.,https://es.restaurantguru.com/Energy-Diner-Cangas-del-Narcea,Desconocido,Desconocido
Restaurante Casa Elvira, Cangas del Narcea,43.17717120,-6.54882120,"Av. del Acebo, 3, Cangas del Narcea, Principado de Asturias, España",+34630362892,hasta €10,"['LunesLun', '08:00-01:00', 'MartesMar', '08:00-01:00', 'MiércolesMié', '08:00-01:00', 'JuevesJue', '08:00-01:00', 'ViernesVie', '08:00-01:00', 'SábadoSáb', '08:00-01:00', 'DomingoDom', 'Cerrado']",['Grill'],70,160,"['Para llevar', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Reserva', 'No accesible para sillas de ruedas', 'Estacionamiento']","Disfruta de Santuario de la Virgen del Acebo y acércate por este bar. Los invitados de Restaurante Casa Elvira pueden tomar un generoso pescado, una bien trabajada carne de vaca y un casero cerdo. Es fácil encontrar este lugar gracias a su estupenda ubicación. Por si todo esto fuera poco, su personal es de confianza. Un espectacular servicio es otro plus importante. No te pierdas su agradable atmósfera. Los usuarios de Google son muy generosos con este lugar: le han dado 4,4 estrellas.",https://es.restaurantguru.com/Restaurante-Casa-Elvira-Cangas-del-Narcea,Desconocido,Desconocido
Roble By Jairo Rodríguez, Pola de Lena,43.15295840,-5.82669860,"Calle el Robledo, 21B, Pola de Lena, Principado de Asturias, España",+34985492462, €25 - €51,"['LunesLun', 'Cerrado', 'MartesMar', '13:30-16:30', 'MiércolesMié', '13:30-16:30', 'JuevesJue', '13:30-16:30', 'ViernesVie', '13:30-16:3020:00-22:30', 'SábadoSáb', '13:30-16:3020:00-22:30', 'DomingoDom', '13:30-16:30']","['Europea', 'Mediterránea', 'Española', '', 'Europea', 'Mediterránea', 'Española', 'Saludable', 'Opciones vegetarianas', '']",94,551,"['Asientos al aire libre', 'Para llevar', 'Reserva', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Accesible para sillas de ruedas']","Visitar este restaurante, con sus increíbles vistas de Iglesia de Santa Cristina de Lena, es una oportunidad genial para sus visitantes. Roble By Jairo Rodríguez ofrece a sus clientes cocinas mediterránea y española. En este lugar, sus invitados pueden pedir un tierno rosbif, un perfectamente elaborado tataki de atún y un generoso laing. Si tienes hambre, ven aquí a tomar su bien preparado pastel milhojas, su casero milhojas o su sabrosa tarta tatin. La carta de vinos es muy variada: hay que satisfacer las necesidades de todos los visitantes. En este lugar podrás probar un estupendo café. Por si todo esto fuera poco, su personal es agradable. Su genial servicio es aquí algo en lo que sus comensales están de acuerdo. Por la comida te van a cobrar unos precios razonables. Este restaurante tiene un ambiente espectacular y una decoración festiva. Los inspectores de Michelin han visitado Roble By Jairo Rodríguez, por lo que cuenta con el premio de selección de Michelin.",https://es.restaurantguru.com/Roble-Pola-de-Lena,roblebyjairorodriguez.com,Desconocido
